Model id,Volume,Total,Ratio
1.0,1065113574287.3129,3.866802039122119e+19,2.754507635795925e-08
2.0,281909851761.8304,3.866802039122119e+19,7.290516786471761e-09
3.0,621206490204.354,3.866802039122119e+19,1.6065122649655647e-08
4.0,791046541767.5402,3.866802039122119e+19,2.045738400270244e-08
