Model id,Region id,cost
1.0,3.0,26.726301147623495
1.0,3.0,22.57742867490076
1.0,3.0,25.069138775175137
1.0,3.0,27.51239079353977
1.0,3.0,31.708013207369106
1.0,3.0,24.73218809108416
1.0,3.0,29.83876580433944
1.0,3.0,23.11491659678504
1.0,3.0,21.123315695537244
1.0,3.0,24.35437401858872
1.0,3.0,20.796016590426813
1.0,3.0,24.488484762672233
1.0,3.0,21.292645179756086
1.0,3.0,19.509579131494853
1.0,3.0,32.771192995542656
1.0,3.0,23.029110161293225
1.0,3.0,23.882354185934133
1.0,3.0,14.399490470877351
1.0,3.0,27.278343064001263
1.0,3.0,29.6794154953296
1.0,3.0,26.193480047325878
1.0,3.0,27.315321600779704
1.0,3.0,25.633750624212624
1.0,3.0,21.66096482834981
1.0,3.0,23.59710264880581
1.0,3.0,18.717552003707794
1.0,3.0,19.90086095061116
1.0,3.0,27.37880675761555
1.0,3.0,20.74482925752449
1.0,3.0,24.349963438932917
1.0,3.0,33.221650195619134
1.0,3.0,23.204934380460646
1.0,3.0,28.899701946731952
1.0,3.0,24.115901723358654
1.0,3.0,29.991089645781237
1.0,3.0,21.682571907787707
1.0,3.0,24.16055588840986
1.0,3.0,17.352625360502778
1.0,3.0,28.511312305119354
1.0,3.0,24.95113453966382
1.0,3.0,23.126436315917974
1.0,3.0,25.614972089561352
1.0,3.0,31.976152380542505
1.0,3.0,25.33235766907158
1.0,3.0,27.125963987330167
1.0,3.0,22.092617577753828
1.0,3.0,16.01742163790228
1.0,3.0,19.55879486895942
1.0,3.0,32.75976725525067
1.0,3.0,19.687274666547246
1.0,3.0,22.307267768658644
1.0,3.0,34.14469219688655
1.0,3.0,27.25049201767174
1.0,3.0,22.052036063771517
1.0,3.0,20.209048108373256
1.0,3.0,23.737796289191444
1.0,3.0,28.049999382124096
1.0,3.0,22.14528605495677
1.0,3.0,29.706718112450496
1.0,3.0,19.303703884017597
1.0,3.0,22.784861087361232
1.0,3.0,20.32221946603174
1.0,3.0,24.993444624526393
1.0,3.0,23.49386633849796
1.0,3.0,17.59102643849814
1.0,3.0,33.82826446403056
1.0,3.0,24.143951174071162
1.0,3.0,20.945658147117243
1.0,3.0,28.387520284872807
1.0,3.0,44.908546170121255
1.0,3.0,27.77041949304502
1.0,3.0,18.114873615622955
1.0,3.0,23.466185839196623
1.0,3.0,33.847954976134105
1.0,3.0,25.496499486303037
1.0,3.0,27.287116891742976
1.0,3.0,20.107815742573983
1.0,3.0,22.23926921639903
1.0,3.0,19.815215427405192
1.0,3.0,18.0054725588598
1.0,3.0,29.432919289306284
1.0,3.0,28.932227120140382
1.0,3.0,14.676338778264991
1.0,3.0,27.982398252758585
1.0,3.0,28.338047317290656
1.0,3.0,25.988281064723097
1.0,3.0,24.34066114821517
1.0,3.0,33.58177813932766
1.0,3.0,18.57206031566243
1.0,3.0,19.86328498296938
1.0,3.0,23.587570227059445
1.0,3.0,31.893197223361504
1.0,3.0,21.803527865179795
1.0,3.0,71.98823634909328
1.0,3.0,25.449519187574523
1.0,3.0,36.60014583605116
1.0,3.0,22.638391048116574
1.0,3.0,24.706772587997552
1.0,3.0,26.190563905862653
1.0,3.0,33.31593892309561
1.0,3.0,27.3996559896555
1.0,3.0,71.61410062994366
1.0,3.0,19.470318042152773
1.0,3.0,33.08403049722659
1.0,3.0,22.919886168320904
1.0,3.0,40.536457835031854
1.0,3.0,15.587812821659
1.0,3.0,23.871169256430335
1.0,3.0,20.910146827688468
1.0,3.0,18.852374830600233
1.0,3.0,34.51375751998845
1.0,3.0,28.90874270047381
1.0,3.0,23.59957489655057
1.0,3.0,29.576342695663943
1.0,3.0,27.50529373656527
1.0,3.0,23.750965247018115
1.0,3.0,21.36327737186118
1.0,3.0,29.06157339214795
1.0,3.0,25.293762357225777
1.0,3.0,29.856070965120832
1.0,3.0,28.18724644176806
1.0,3.0,22.509705164200245
1.0,3.0,30.682943722347456
1.0,3.0,17.713204186687083
1.0,3.0,19.869983312703287
1.0,3.0,23.97721479353949
1.0,3.0,24.404539615113386
1.0,3.0,28.30025831690481
1.0,3.0,19.555292795409557
1.0,3.0,33.34724076643209
1.0,3.0,25.01474694477315
1.0,3.0,23.459523015495158
1.0,3.0,28.40357119345672
1.0,3.0,25.927365958245176
1.0,3.0,25.176488777428027
1.0,3.0,31.048575913666973
1.0,3.0,27.479376964517552
1.0,3.0,25.518664962454213
1.0,3.0,26.027165198640553
1.0,3.0,26.2128217230604
1.0,3.0,22.48616522635283
1.0,3.0,28.730227307749423
1.0,3.0,23.504429674391012
1.0,3.0,27.685182675582688
1.0,3.0,23.705049150905268
1.0,3.0,30.03993715425218
1.0,3.0,19.100992744066282
1.0,3.0,16.461820071678346
1.0,3.0,26.610488022699258
1.0,3.0,24.054332908082127
1.0,3.0,22.978428138235905
1.0,3.0,23.960419345684414
1.0,3.0,24.15473085071163
1.0,3.0,26.914147131397684
1.0,3.0,26.869491625780512
1.0,3.0,15.592738014141172
1.0,3.0,20.8036072501923
1.0,3.0,26.00343148070404
1.0,3.0,19.23837744822799
1.0,3.0,22.687577255258827
1.0,3.0,26.87243923309374
1.0,3.0,24.154122497700882
1.0,3.0,20.50249537162445
1.0,3.0,21.066722189596526
1.0,3.0,26.392301458712602
1.0,3.0,25.772082723672042
1.0,3.0,27.329331358951464
1.0,3.0,26.11950684690629
1.0,3.0,25.81541662460726
1.0,3.0,28.02296357935172
1.0,3.0,24.00710602988095
1.0,3.0,22.008337611984786
1.0,3.0,35.912737197410756
1.0,3.0,20.740261577728322
1.0,3.0,19.703996945114984
1.0,3.0,27.353208963389186
1.0,3.0,19.367410013209657
1.0,3.0,37.65415597628164
1.0,3.0,20.716618931272386
1.0,3.0,22.020140283791108
1.0,3.0,26.905358931681658
1.0,3.0,27.44924253594925
1.0,3.0,23.62025847456139
1.0,3.0,31.724600433709902
1.0,3.0,25.778381111400492
1.0,3.0,21.477886496582325
