$\alpha_1$,$\alpha_2$,$\alpha_3$,$\alpha_4$,$\delta_1$,$\delta_2$,$K_d$,$n$,$\alpha_I$,$\delta_I$,$K_{d_I}$,$n_I$,Model id
10.222876954482356,14.366406458268196,33.687922694840374,49.09800377540508,5.207550420265191,0.8153896619896742,2.4190517139917573,4.569827304155262,31.419273293813124,0.2817120069916089,53.27003925912727,4.159604245889764,1
20.57418427679793,22.47266731109254,43.95400955772925,43.90235002178426,2.6503714125396547,0.8084299404284482,1.3346968309140206,4.68251970530405,34.84306097786164,0.24278617839098834,61.64347894791408,2.153308165932013,1
11.404518061524382,17.814174427074278,6.229965244694597,49.60325535071401,2.354405161733217,0.5969499663988019,1.0587635946368423,2.9531463898216668,37.24526282883302,0.3478737100027549,11.653517209563226,3.049402732432547,1
8.211902881391868,21.67372442857412,24.387886691344477,47.3600255620194,1.327475200656556,0.8241565132264855,1.1718249669129455,4.343874034482535,26.207608693150153,0.3199571514328841,10.818383338898329,3.3889382456303143,1
8.874854616059528,6.703796352937474,30.264551973053333,49.21151612717717,2.5800218237121504,0.7336510284722413,1.8245075409663976,3.764354965455099,45.34185994018742,0.15639962270443408,107.99349484458764,3.5768654659629058,1
12.835125503733545,48.09468860884547,18.422007249378023,43.89573143724711,7.811323481865804,0.6285468875270965,0.9746111821698267,3.937354352512647,37.930583384631575,0.31478709962969054,35.782968526025044,3.71057778961275,1
11.776687124260812,26.719067624538773,40.84148340307936,42.483610797811934,2.0533290448247237,0.7710419561696955,1.439183549269777,4.7674075352665835,35.4838690046363,0.29451887520613307,45.70198589416855,3.597752348100233,1
18.874252258538792,21.057733917422723,7.662337579297983,49.55540340280242,3.3133660962410953,0.5824381791945592,2.527120983366773,4.950431355442881,35.33499700344994,0.3457842767253265,54.6900942953586,3.877434783543853,1
10.549996430313556,42.375418130283876,31.366127962714334,49.86942269763305,2.7240140275882023,0.8046080614167122,2.058681318757054,4.0092492631108705,21.67140196026345,0.20086697697841444,22.963721416025578,4.6085743336559615,1
9.558078920942199,33.51909079493791,43.95991594072817,40.89368755033831,8.51965612400402,0.8313465522300143,1.2302655238694271,4.379985654240112,46.77146160121109,0.26490335569987444,98.65693759752648,3.0631369408029494,1
19.59060356239644,43.762436332867665,30.628208122944624,48.696998660679064,5.079021457343761,0.7325197810832798,2.438970126590691,4.334656410798345,36.64209125196261,0.35640315159872615,52.99142663109866,4.360580346342893,1
21.564026483755697,37.82825381278195,38.13960437130793,43.70259888563946,11.233478061624822,0.7688783711029171,1.044060626033313,3.366398790190481,14.566366835739213,0.13247391128185126,49.73416541281465,3.945292993185783,1
16.658165748365356,31.99797437794703,38.19760924406288,49.30523211435824,3.6971278375939924,0.8563242790403329,1.4592145431372552,4.675982143652614,18.51454274924191,0.22995384217591855,24.810464264091447,2.681350399292028,1
13.718588382425914,37.25878251950571,45.571039779720614,36.50472009961435,10.152043214259225,0.789222216569478,1.7823598802507898,3.184829634931456,36.02337957406048,0.3619082123791715,53.6289339080205,3.749022431955864,1
19.91241216059231,40.71368246492516,46.03411288104783,47.94564599211256,3.3908964438107705,0.8821898072149844,1.4912755075259092,4.080855013536152,24.9853986216957,0.2583074730352619,22.717700093708018,4.507720276851069,1
14.97788052423492,38.51701421040816,26.038615381464957,48.430580692073626,3.7117707269983993,0.6738839513888009,2.6229830771306375,4.4072559706575705,33.368654476546006,0.4352617942595237,9.627828026503444,4.287434866118655,1
11.37183690379707,21.02163539252976,46.47519881372671,40.28327925604793,3.729088255439046,1.0186249658861515,1.3982023775348253,3.2512277453415974,30.50251738302962,0.2177913103792828,37.00347982517374,1.6669285091553205,1
8.683025304905522,47.83088062343016,48.20465195105617,48.492579365871904,4.223997465662913,0.8342236463715125,1.3162911639432362,2.828382775782376,39.33410075181771,0.2560779841130982,67.70451189832066,1.5480144987646591,1
9.364232520470546,20.26614716499565,26.27783535255046,49.760006581214064,8.661058830744919,0.7506769459786405,1.3798678543583516,4.999289237622582,40.858580227356434,0.2742977893511194,81.8300712814893,3.205584332640358,1
15.824408359554418,46.634889187081775,48.892619821079315,48.585987317189584,6.108852671811912,0.9831445228479962,1.3448106817204757,4.080945276930822,33.14566929341326,0.2934358257058604,43.62321792479745,2.3253634754691634,1
6.796162686832785,14.768454872384783,48.142803463992664,47.01649329014212,2.3377612356452104,0.9204730221222649,1.3874109672125707,3.848547826299169,24.8178994317015,0.2890437174275954,8.996281728653457,3.9057961816023257,1
8.394764955292665,33.61236287102326,49.28172659550093,42.70850093135312,7.870434156497952,0.8780251441424279,0.48859425256698974,4.459471537741041,38.6197342238449,0.3240595137743647,33.70193138665006,3.9102653906248563,1
22.312396028248685,19.0967154880219,9.695936822279535,47.100964289581036,1.323857680663148,0.673661556841504,1.433175902311831,4.995050573576492,27.22021765881121,0.25081208764704355,11.806214722371024,2.87647685164299,1
21.357806582979542,18.704422370268492,43.12602674761215,42.968022378677425,6.650687771134915,0.8099009226846113,1.9862209204299806,3.9730834218136346,41.690214441728926,0.18784267409984232,78.87370260699116,1.8901777451300354,1
11.137290682246029,32.16082341456676,41.12171964592143,43.202752514387235,7.37371584326721,0.8102415116747907,0.6701440767125902,4.269309386015927,23.384669540119326,0.19368981668302904,42.187565732900396,2.671358324163156,1
13.919309786711107,18.777997076671568,34.32362588246567,47.46381162612313,5.351809295626623,0.9221718775724009,1.6505217409339967,3.6368418762417227,24.715898212870343,0.2771266270901094,30.180933443128747,3.6582614835704517,1
10.088219476162998,37.69005984154505,35.82478500439221,48.319664212596486,10.19125348647421,0.8540251908345309,1.636262084358147,3.263057160431112,29.091033124695088,0.2253075490780304,68.82761407464632,4.841659003123775,1
20.26310532079604,43.6312677119878,40.633458981007344,41.90200055164502,4.957332384183285,0.9271294909570408,1.6376688221896374,2.76593096539641,48.83826771279165,0.35026239965203765,58.33063157430518,2.0978041448720806,1
10.788378023728734,48.868897430283354,28.110540874794253,42.982122790986054,4.116449930774703,0.9266340721111838,1.5862707866379222,4.216252271048797,45.77489913945984,0.398216758674224,25.76920727509619,1.5246443034690726,1
15.26451362290356,8.76778261912802,24.400048028829428,45.03516747520464,2.115947559347255,0.6491321093499411,2.6909232032723183,3.458700913732888,43.831109496757705,0.3555241710996083,42.750027495286766,2.8097012307133613,1
13.457245756780484,11.973607707876315,43.60337151687744,43.95885509681649,1.0090370990881676,0.994944585381804,2.1485171697143643,4.1656981432136995,33.345434785769214,0.24514991929696564,43.56827420859745,2.5333264727978047,1
8.868157651242955,33.942219239135454,33.12798412585295,47.34594934249854,7.698354749605712,0.8704974247023423,1.0445690545198563,3.8990439471940395,46.6912939504996,0.18782747611572365,116.88697124005395,1.6924124698360707,1
19.84210664700288,17.641840140435754,38.83362842423523,49.52625622850519,4.431182041592028,0.8834798461383724,1.12424720051049,4.726094317205949,28.894315556916354,0.2624478598200733,27.664289150514158,3.261505191506827,1
6.023983853307186,18.509329680388667,43.092203678268866,48.23033548572354,6.158993861417205,0.8694501244444565,1.1629557827639736,3.0043539205058316,34.77578662713251,0.20479850063106098,83.31404542755337,2.2111784753253163,1
10.855961527494944,28.076748477196553,36.46578601618236,47.775238848543296,2.045843366077465,0.7634595092076586,2.4269972377286444,4.936794708973967,45.90763834369572,0.37780589655115143,18.449325419281692,4.260617636871169,1
11.335662992272212,20.068277441215795,42.033560510207664,49.933400986410035,5.298469321426276,0.8771882413807486,2.1114285222095783,4.954106067563523,42.40799338667831,0.4338384898471799,38.8241171748406,2.663891384656453,1
11.396545441385294,26.223993706704057,32.05824877216625,46.7103464318212,8.28038165041394,0.9102743301812027,1.695356383335987,4.977907783356373,30.19579018183393,0.2651710039147154,36.19281719746411,1.7344102459190864,1
25.245539042337732,24.435685947582293,26.520160481625858,49.91898097610236,3.202440294702618,0.77528529431173,1.1461428901597726,4.53094076475352,47.999253716263034,0.2124709769965208,122.05523784638649,1.0918838024280548,1
17.229902692842032,42.88906458068025,43.0403448827037,36.36158256345646,1.4794812643043125,0.8709814650321083,2.294353755292373,3.563949649555824,43.96055904300707,0.3144980206968448,68.40402350861342,4.334573931916436,1
14.761812396035719,27.409280555032687,30.784908996383717,48.719379555417866,11.303294941011291,0.7240073101065456,0.9321959927172726,3.3782316178083307,23.54367527667012,0.25612943775612773,23.736308987770975,3.7516780951522826,1
2.637230534050797,6.738093544376216,34.76388419084693,45.62235502917127,1.7812540747780288,1.0975721163576337,1.2304625277535663,3.0592144712525,32.37269962652269,0.30603747951078686,34.27294392491603,3.7381019050196302,1
8.33204518892325,42.0717024600375,44.62453438336099,44.171807881363584,1.273495964630453,0.8629600754821212,1.933783068852141,3.948891203357777,33.5035401911455,0.2636300948671856,18.675875338969753,3.9943944925223756,1
19.043594679202187,14.676618412316023,34.34743787701212,47.6786325207125,8.014013687406393,0.8350968792957729,1.3566875517349717,4.388238527901813,36.494583570472514,0.1615701755506541,90.48697312249507,3.3900057615658308,1
10.670698735408328,35.96994797356055,20.302084489646724,37.7966490905251,2.9274303945923315,0.7442153486826341,0.6673193484233351,4.9510175120097175,34.005815782970956,0.2636879014945131,35.889290395663664,1.9694979223511087,1
14.895058155415255,30.216205126105997,33.36042195672848,48.306853487056976,6.11670332836194,0.9925787443797585,1.1430888553330587,4.907905146307328,47.17082613491291,0.26595231171519257,59.43259502363516,1.0345208815408609,1
19.102003732437865,32.790767782409,24.664196629314294,49.03457461516646,3.0750934416819384,0.8028605914967026,1.6338263468266305,2.832695813239749,22.202206329266666,0.24051461482858968,40.08576461652974,2.984338601730652,1
14.383877091478212,44.807743161931796,46.40332700097669,49.855012917840604,1.6280701728490716,0.9188600875506177,1.6365936828191594,4.018119053283578,30.437009811508037,0.2843322080958185,18.332052936256346,1.8638875902646383,1
8.800588914264551,39.69084213803629,12.147659113776378,35.302010672956065,1.103803684618084,0.6252234640085019,2.4813307267572524,3.9639337538290182,36.541821245426284,0.2901278351607192,24.51617165058063,1.1197201522838993,1
21.14981982863813,45.50389234579366,31.075907106698075,47.20994954422512,2.996115016151806,0.6668084124312079,2.5915719311595504,4.46538783310445,27.13072766963834,0.21867183711032542,70.65862688455506,4.331873502810375,1
5.270662275591058,17.734705417145154,48.06190404976786,45.694248759298624,1.6731472084627343,0.9379879733418337,1.850596253133902,3.052203260211236,21.37217679990708,0.16214874379310723,71.52303644423368,3.057372959390678,1
31.67013219024252,34.56406901016584,33.608226467800556,45.73593835068746,7.99693622538622,0.7273112962078889,2.668394036598289,3.5792630765708653,12.632410060171768,0.12698577599990052,7.6978062746242415,2.9810537602678715,1
6.183274366606395,27.880154654091836,22.176832215285394,47.18582337874589,6.796504731639454,0.5969302184812957,2.4320368099347434,3.896556121202366,38.18127797868666,0.24708320823385116,62.91592262894453,1.6489217299406818,1
17.976607578277022,18.533110061572568,17.263128649919153,48.69223225691487,6.259999106524795,0.6842854954117794,1.252114202044046,4.009641740582106,46.85779693534948,0.3502552345584283,75.99177019065027,4.303107740088447,1
17.86856655385492,21.95363592864892,29.470382674427064,49.26342695386146,7.23443888775755,0.7030063285261192,1.410746983694423,2.9624092553833035,28.59751576670851,0.2273938611920327,70.34279274669474,2.5844646692830247,1
12.483921356611914,28.189851342185065,39.03629179444446,47.65016407099178,1.95582167523305,0.8103678054389236,1.8154578093014262,3.7860893154720605,33.83278663929615,0.258382453109619,66.03249352913474,2.3154787977099427,1
5.337315123106088,15.835320213413013,46.417507964780924,40.48520445419682,6.878547252186088,0.8985256472380759,0.4472202935679891,3.8618996423610845,38.56550349667128,0.29836490779635544,44.34478988579523,3.5352226494651147,1
16.719437675059808,40.67115737614519,30.888464090894765,42.47858636869622,1.418138167749453,0.7131546227640595,3.301119607528088,3.729404900195065,25.88459987444717,0.20376517770270608,48.10448890746461,2.4109761242857846,1
14.106437756996648,44.69713657437886,28.154930016240023,41.19290036453852,12.624398907401957,0.8043218202700708,1.5956734241415231,4.828874993824928,48.825158156529056,0.3800129326893589,43.951291120139416,2.3422972986009594,1
17.08078857231562,49.65358673111473,44.36812476766006,43.805472132600514,2.335147196452094,0.8318573120541132,2.158945376565466,3.7949450267574725,29.457137916336773,0.19670660793233186,58.179254385747676,3.416587182687303,1
11.432280125268218,26.510357172231984,23.616488444198424,49.631994291266714,4.562967722446587,0.7799497999362264,1.2856501561398268,4.395132089954353,32.65541215071492,0.3880386257666106,35.525049247467535,4.6494057842369685,1
20.693884145681068,46.95847894846902,26.99830547982483,43.23992588213902,2.6908816414799617,0.7242980161181818,1.721563629748932,4.112939187218115,32.56058614495176,0.24062868871864881,43.90380028844227,1.5074216900234665,1
19.650494134306804,24.506608731893277,35.488471229939556,48.474884187257594,9.22028223038411,0.8665775132096118,0.9696239554262931,4.5278660675311775,22.8285089197541,0.1586099643846723,67.21537110925973,3.9133265955919696,1
15.404490927123716,26.181261460936177,33.53575805152418,49.25563755266186,1.9697075755531261,0.8469401094861044,2.6697787687973475,2.4894214960957064,17.923775043046035,0.2118919910812937,33.1109787342415,4.517975829284295,1
7.094664313902987,20.306632028951995,43.71840111593034,42.33514274540825,8.528886754355643,0.983399477836665,1.8403590670458554,4.3955552540833125,36.58079009364371,0.34490299185307005,6.675496903061131,3.758025411944695,1
18.755372568626257,17.100294765598065,43.301767851537754,49.313581405213725,1.529361888464548,0.9223678276599371,1.5097504341488144,4.063153898658748,17.604599391178823,0.12739152057120662,60.378004558735086,2.1896371253932054,1
13.411398565910233,40.489794839985734,40.65470973923761,46.63632770213176,5.353497225982811,1.060578709377204,1.468996856729236,3.7222918979775557,47.69343063248985,0.2934040637997919,58.27091899084949,1.2457983183345689,1
11.933163821752041,35.15808295372733,40.473597149592706,45.5125987374864,6.191101770548954,0.9867776993295898,1.8174557997314351,4.228349098396514,40.77850693132361,0.21928604607272,78.108982566322,4.67507639398557,1
9.095913588000633,30.693955466481693,49.15557380090522,48.95576091920078,9.076089341140227,0.9511300140611197,0.9116273881965123,3.3689173201304623,31.06506454050942,0.32965786539213604,53.771728481971095,4.101047411951113,1
16.996220885938488,48.75814093673111,39.02099473650364,49.21139249853168,11.184469114811849,0.7796392757899497,1.3942946476649127,2.404738193500311,38.80932809283447,0.28036029030587534,48.117176363841935,4.213926469867417,1
11.742099161721697,38.63484452263509,39.56665558080771,41.23999371008749,4.634868414968732,0.9104151562780854,2.3409096650876693,4.837147879443075,37.95755881047873,0.3677835544130786,58.42130711072109,3.3397226240603124,1
