Model id,Region id,cost
1.0,1.0,24.953121308526004
1.0,1.0,23.785083618524656
1.0,1.0,22.8111769624107
1.0,1.0,29.28384721154497
1.0,1.0,27.992041280630495
1.0,1.0,22.504892603109838
1.0,1.0,22.764084032609006
1.0,1.0,23.366863407582358
1.0,1.0,19.658389347499728
1.0,1.0,24.976820184074587
1.0,1.0,17.79330722903402
1.0,1.0,29.62591852742878
1.0,1.0,28.515217782167717
1.0,1.0,23.534708514430555
1.0,1.0,23.428752889321412
1.0,1.0,27.722327328497684
1.0,1.0,29.06153889763512
1.0,1.0,25.65178019911575
1.0,1.0,21.829327974252926
1.0,1.0,20.68097511413832
1.0,1.0,26.576663932089637
1.0,1.0,26.786544059347534
1.0,1.0,25.027191701365503
1.0,1.0,27.789378347334655
1.0,1.0,24.088682657191633
1.0,1.0,28.332404087273673
1.0,1.0,21.97097364789702
1.0,1.0,25.156711857402634
1.0,1.0,27.076476398950426
1.0,1.0,18.312712865623595
1.0,1.0,26.253871075702705
1.0,1.0,26.642616947495977
1.0,1.0,19.854365209099942
1.0,1.0,22.77714520129751
1.0,1.0,28.259244276453252
1.0,1.0,20.370127375384794
1.0,1.0,26.95718540381553
1.0,1.0,22.631136677776325
1.0,1.0,23.624308254891574
1.0,1.0,24.21548376290125
1.0,1.0,28.395948400308306
1.0,1.0,29.91832646492714
1.0,1.0,29.527874059538128
1.0,1.0,28.227027843363796
1.0,1.0,25.92988949583787
1.0,1.0,28.46114687506742
1.0,1.0,20.393307039493926
1.0,1.0,28.805239732474224
1.0,1.0,25.21950313200458
1.0,1.0,26.82131748356528
1.0,1.0,29.32577506446269
1.0,1.0,22.80530759565862
1.0,1.0,23.1369410794832
1.0,1.0,27.064519541092068
1.0,1.0,21.851968368602666
1.0,1.0,26.333191520546393
1.0,1.0,20.18666341162388
1.0,1.0,22.030836672447116
1.0,1.0,28.047162207732207
1.0,1.0,24.210580020352552
1.0,1.0,20.129058172549062
1.0,1.0,26.27640506272956
1.0,1.0,27.741237190012605
1.0,1.0,29.62542809251039
1.0,1.0,28.549208432131906
1.0,1.0,27.261130424293725
1.0,1.0,27.00042275529091
1.0,1.0,24.98711232507771
1.0,1.0,29.660177922800745
1.0,1.0,29.72102109065436
1.0,1.0,24.430293214380576
1.0,1.0,27.62912686452089
1.0,1.0,16.823555546139673
1.0,1.0,28.328383707187168
1.0,1.0,22.829986524057357
1.0,1.0,27.308969798346215
1.0,1.0,25.590679777100107
1.0,1.0,24.77264575060103
